Fecha;Equipo A;Equipo B;Equipo C;Equipo D;Equipo E;Equipo F
X 25/10/2006;M;O;D;N;T;D
J 26/10/2006;M;O;D;N;T;D
V 27/10/2006;T;O;D;D;N;M
S 28/10/2006;T;D;D;D;N;M
D 29/10/2006;N;D;M;D;D;T
L 30/10/2006;N;O;M;D;D;T
M 31/10/2006;D;O;T;M;D;N
X 01/11/2006;D;O;T;M;D;N
J 02/11/2006;D;O;N;T;M;D
V 03/11/2006;D;O;N;T;M;D
S 04/11/2006;M;D;D;N;T;D
D 05/11/2006;M;D;D;N;T;D
L 06/11/2006;T;M;D;D;N;O
M 07/11/2006;T;M;D;D;N;O
X 08/11/2006;N;T;M;D;D;O
J 09/11/2006;N;T;M;D;D;O
V 10/11/2006;D;N;T;M;D;O
S 11/11/2006;D;N;T;M;D;D
D 12/11/2006;D;D;N;T;M;D
L 13/11/2006;D;D;N;T;M;O
M 14/11/2006;M;D;D;N;T;O
X 15/11/2006;M;D;D;N;T;O
J 16/11/2006;T;M;D;D;N;O
V 17/11/2006;T;M;D;D;N;O
S 18/11/2006;N;T;M;D;D;D
D 19/11/2006;N;T;M;D;D;D
L 20/11/2006;D;N;T;O;D;M
M 21/11/2006;D;N;T;O;D;M
X 22/11/2006;D;D;N;O;M;T
J 23/11/2006;D;D;N;O;M;T
V 24/11/2006;M;D;D;O;T;N
S 25/11/2006;M;D;D;D;T;N
D 26/11/2006;T;M;D;D;N;D
L 27/11/2006;T;M;D;O;N;D
M 28/11/2006;N;T;M;O;D;D
X 29/11/2006;N;T;M;O;D;D
J 30/11/2006;D;N;T;O;D;M
V 01/12/2006;D;N;T;O;D;M
S 02/12/2006;D;D;N;D;M;T
D 03/12/2006;D;D;N;D;M;T
L 04/12/2006;O;D;D;M;T;N
M 05/12/2006;O;D;D;M;T;N
X 06/12/2006;O;M;D;T;N;D
J 07/12/2006;O;M;D;T;N;D
V 08/12/2006;O;T;M;N;D;D
S 09/12/2006;D;T;M;N;D;D
D 10/12/2006;D;N;T;D;D;M
L 11/12/2006;O;N;T;D;D;M
M 12/12/2006;O;D;N;D;M;T
X 13/12/2006;O;D;N;D;M;T
J 14/12/2006;O;D;D;M;T;N
V 15/12/2006;O;D;D;M;T;N
S 16/12/2006;D;M;D;T;N;D
D 17/12/2006;D;M;D;T;N;D
L 18/12/2006;M;T;O;N;D;D
M 19/12/2006;M;T;O;N;D;D
X 20/12/2006;T;N;O;D;D;M
J 21/12/2006;T;N;O;D;D;M
V 22/12/2006;N;D;O;D;M;T
S 23/12/2006;N;D;D;D;M;T
D 24/12/2006;D;D;D;M;T;N
L 25/12/2006;D;D;O;M;T;N
M 26/12/2006;D;M;O;T;N;D
X 27/12/2006;D;M;O;T;N;D
J 28/12/2006;M;T;O;N;D;D
V 29/12/2006;M;T;O;N;D;D
S 30/12/2006;T;N;D;D;D;M
D 31/12/2006;T;N;D;D;D;M
L 01/01/2007;N;D;M;D;O;T
M 02/01/2007;N;D;M;D;O;T
X 03/01/2007;D;D;T;M;O;N
J 04/01/2007;D;D;T;M;O;N
V 05/01/2007;D;M;N;T;O;D
S 06/01/2007;D;M;N;T;D;D
D 07/01/2007;M;T;D;N;D;D
L 08/01/2007;M;T;D;N;O;D
M 09/01/2007;T;N;D;D;O;M
X 10/01/2007;T;N;D;D;O;M
J 11/01/2007;N;D;M;D;O;T
V 12/01/2007;N;D;M;D;O;T
S 13/01/2007;D;D;T;M;D;N
D 14/01/2007;D;D;T;M;D;N
L 15/01/2007;D;O;N;T;M;D
M 16/01/2007;D;O;N;T;M;D
X 17/01/2007;M;O;D;N;T;D
J 18/01/2007;M;O;D;N;T;D
V 19/01/2007;T;O;D;D;N;M
S 20/01/2007;T;D;D;D;N;M
D 21/01/2007;N;D;M;D;D;T
L 22/01/2007;N;O;M;D;D;T
M 23/01/2007;D;O;T;M;D;N
X 24/01/2007;D;O;T;M;D;N
J 25/01/2007;D;O;N;T;M;D
V 26/01/2007;D;O;N;T;M;D
S 27/01/2007;M;D;D;N;T;D
D 28/01/2007;M;D;D;N;T;D
L 29/01/2007;T;M;D;D;N;O
M 30/01/2007;T;M;D;D;N;O
X 31/01/2007;N;T;M;D;D;O
J 01/02/2007;N;T;M;D;D;O
V 02/02/2007;D;N;T;M;D;O
S 03/02/2007;D;N;T;M;D;D
D 04/02/2007;D;D;N;T;M;D
L 05/02/2007;D;D;N;T;M;O
M 06/02/2007;M;D;D;N;T;O
X 07/02/2007;M;D;D;N;T;O
J 08/02/2007;T;M;D;D;N;O
V 09/02/2007;T;M;D;D;N;O
S 10/02/2007;N;T;M;D;D;D
D 11/02/2007;N;T;M;D;D;D
L 12/02/2007;D;N;T;O;D;M
M 13/02/2007;D;N;T;O;D;M
X 14/02/2007;D;D;N;O;M;T
J 15/02/2007;D;D;N;O;M;T
V 16/02/2007;M;D;D;O;T;N
S 17/02/2007;M;D;D;D;T;N
D 18/02/2007;T;M;D;D;N;D
L 19/02/2007;T;M;D;O;N;D
M 20/02/2007;N;T;M;O;D;D
X 21/02/2007;N;T;M;O;D;D
J 22/02/2007;D;N;T;O;D;M
V 23/02/2007;D;N;T;O;D;M
S 24/02/2007;D;D;N;D;M;T
D 25/02/2007;D;D;N;D;M;T
L 26/02/2007;O;D;D;M;T;N
M 27/02/2007;O;D;D;M;T;N
X 28/02/2007;O;M;D;T;N;D
J 01/03/2007;O;M;D;T;N;D
V 02/03/2007;O;T;M;N;D;D
S 03/03/2007;D;T;M;N;D;D
D 04/03/2007;D;N;T;D;D;M
L 05/03/2007;O;N;T;D;D;M
M 06/03/2007;O;D;N;D;M;T
X 07/03/2007;O;D;N;D;M;T
J 08/03/2007;O;D;D;M;T;N
V 09/03/2007;O;D;D;M;T;N
S 10/03/2007;D;M;D;T;N;D
D 11/03/2007;D;M;D;T;N;D
L 12/03/2007;M;T;O;N;D;D
M 13/03/2007;M;T;O;N;D;D
X 14/03/2007;T;N;O;D;D;M
J 15/03/2007;T;N;O;D;D;M
V 16/03/2007;N;D;O;D;M;T
S 17/03/2007;N;D;D;D;M;T
D 18/03/2007;D;D;D;M;T;N
L 19/03/2007;D;D;O;M;T;N
M 20/03/2007;D;M;O;T;N;D
X 21/03/2007;D;M;O;T;N;D
J 22/03/2007;M;T;O;N;D;D
V 23/03/2007;M;T;O;N;D;D
S 24/03/2007;T;N;D;D;D;M
D 25/03/2007;T;N;D;D;D;M
L 26/03/2007;N;D;M;D;O;T
M 27/03/2007;N;D;M;D;O;T
X 28/03/2007;D;D;T;M;O;N
J 29/03/2007;D;D;T;M;O;N
V 30/03/2007;D;M;N;T;O;D
S 31/03/2007;D;M;N;T;D;D
D 01/04/2007;M;T;D;N;D;D
L 02/04/2007;M;T;D;N;O;D
M 03/04/2007;T;N;D;D;O;M
X 04/04/2007;T;N;D;D;O;M
J 05/04/2007;N;D;M;D;O;T
V 06/04/2007;N;D;M;D;O;T
S 07/04/2007;D;D;T;M;D;N
D 08/04/2007;D;D;T;M;D;N
L 09/04/2007;D;O;N;T;M;D
M 10/04/2007;D;O;N;T;M;D
X 11/04/2007;M;O;D;N;T;D
J 12/04/2007;M;O;D;N;T;D
V 13/04/2007;T;O;D;D;N;M
S 14/04/2007;T;D;D;D;N;M
D 15/04/2007;N;D;M;D;D;T
L 16/04/2007;N;O;M;D;D;T
M 17/04/2007;D;O;T;M;D;N
X 18/04/2007;D;O;T;M;D;N
J 19/04/2007;D;O;N;T;M;D
V 20/04/2007;D;O;N;T;M;D
S 21/04/2007;M;D;D;N;T;D
D 22/04/2007;M;D;D;N;T;D
L 23/04/2007;T;M;D;D;N;O
M 24/04/2007;T;M;D;D;N;O
X 25/04/2007;N;T;M;D;D;O
J 26/04/2007;N;T;M;D;D;O
V 27/04/2007;D;N;T;M;D;O
S 28/04/2007;D;N;T;M;D;D
D 29/04/2007;D;D;N;T;M;D
L 30/04/2007;D;D;N;T;M;O
M 01/05/2007;M;D;D;N;T;O
X 02/05/2007;M;D;D;N;T;O
J 03/05/2007;T;M;D;D;N;O
V 04/05/2007;T;M;D;D;N;O
S 05/05/2007;N;T;M;D;D;D
D 06/05/2007;N;T;M;D;D;D
L 07/05/2007;D;N;T;O;D;M
M 08/05/2007;D;N;T;O;O;M
X 09/05/2007;D;D;N;O;M;T
J 10/05/2007;O;D;N;O;M;T
V 11/05/2007;M;D;D;O;T;N
S 12/05/2007;M;D;D;D;T;N
D 13/05/2007;T;M;D;D;N;D
L 14/05/2007;T;M;O;O;N;D
M 15/05/2007;N;T;M;O;D;D
X 16/05/2007;N;T;M;O;D;O
J 17/05/2007;D;N;T;O;D;M
V 18/05/2007;D;N;T;O;D;M
S 19/05/2007;D;D;N;D;M;T
D 20/05/2007;D;D;N;D;M;T
L 21/05/2007;M;D;D;O;T;N
M 22/05/2007;M;O;D;O;T;N
X 23/05/2007;T;M;D;O;N;D
J 24/05/2007;T;M;D;O;N;D
V 25/05/2007;N;T;M;O;D;D
S 26/05/2007;N;T;M;D;D;D
D 27/05/2007;D;N;T;D;D;M
L 28/05/2007;D;N;T;O;O;M
M 29/05/2007;D;D;N;O;M;T
X 30/05/2007;O;D;N;O;M;T
J 31/05/2007;M;D;D;O;T;N
V 01/06/2007;M;D;D;O;T;N
S 02/06/2007;T;M;D;D;N;D
D 03/06/2007;T;M;D;D;N;D
L 04/06/2007;N;T;O;M;D;D
M 05/06/2007;N;T;O;M;D;O
X 06/06/2007;D;N;O;T;D;M
J 07/06/2007;D;N;O;T;D;M
V 08/06/2007;D;D;O;N;M;T
S 09/06/2007;D;D;D;N;M;T
D 10/06/2007;M;D;D;D;T;N
L 11/06/2007;M;O;O;D;T;N
M 12/06/2007;T;M;O;D;N;D
X 13/06/2007;T;M;O;O;N;D
J 14/06/2007;N;T;O;M;D;D
V 15/06/2007;N;T;O;M;D;D
S 16/06/2007;D;N;D;T;D;M
D 17/06/2007;D;N;D;T;D;M
L 18/06/2007;D;D;O;N;M;T
M 19/06/2007;O;D;O;N;M;T
X 20/06/2007;M;D;O;D;T;N
J 21/06/2007;M;O;O;D;T;N
V 22/06/2007;T;M;O;D;N;D
S 23/06/2007;T;M;D;D;N;D
D 24/06/2007;N;T;D;M;D;D
L 25/06/2007;N;T;O;M;D;O
M 26/06/2007;D;N;O;T;D;M
X 27/06/2007;D;N;O;T;D;M
J 28/06/2007;D;D;O;N;M;T
V 29/06/2007;D;D;O;N;M;T
S 30/06/2007;M;D;D;D;T;N
D 01/07/2007;M;D;D;D;T;N
L 02/07/2007;T;O;M;D;N;D
M 03/07/2007;T;O;M;O;N;D
X 04/07/2007;N;O;T;M;D;D
J 05/07/2007;N;O;T;M;D;O
V 06/07/2007;D;O;N;T;D;M
S 07/07/2007;D;D;N;T;D;M
D 08/07/2007;D;D;D;N;M;T
L 09/07/2007;O;O;D;N;M;T
M 10/07/2007;M;O;D;D;T;N
X 11/07/2007;M;O;O;D;T;N
J 12/07/2007;T;O;M;D;N;D
V 13/07/2007;T;O;M;D;N;D
S 14/07/2007;N;D;T;M;D;D
D 15/07/2007;N;D;T;M;D;D
L 16/07/2007;D;O;N;T;D;M
M 17/07/2007;D;O;N;T;O;M
X 18/07/2007;D;O;D;N;M;T
J 19/07/2007;D;O;D;N;M;T
V 20/07/2007;M;O;D;D;T;N
S 21/07/2007;M;D;D;D;T;N
D 22/07/2007;T;D;M;D;N;D
L 23/07/2007;T;O;M;O;N;D
M 24/07/2007;N;O;T;M;D;D
X 25/07/2007;N;O;T;M;D;O
J 26/07/2007;D;O;N;T;D;M
V 27/07/2007;D;O;N;T;D;M
S 28/07/2007;D;D;D;N;M;T
D 29/07/2007;D;D;D;N;M;T
L 30/07/2007;O;M;D;D;T;N
M 31/07/2007;O;M;O;D;T;N
X 01/08/2007;O;T;M;D;N;D
J 02/08/2007;O;T;M;D;N;D
V 03/08/2007;O;N;T;M;D;D
S 04/08/2007;D;N;T;M;D;D
D 05/08/2007;D;D;N;T;D;M
L 06/08/2007;O;D;N;T;D;M
M 07/08/2007;O;D;D;N;M;T
X 08/08/2007;O;O;D;N;M;T
J 09/08/2007;O;M;D;D;T;N
V 10/08/2007;O;M;D;D;T;N
S 11/08/2007;D;T;M;D;N;D
D 12/08/2007;D;T;M;D;N;D
L 13/08/2007;O;N;T;M;D;D
M 14/08/2007;O;N;T;M;D;O
X 15/08/2007;O;D;N;T;D;M
J 16/08/2007;O;D;N;T;D;M
V 17/08/2007;O;D;D;N;M;T
S 18/08/2007;D;D;D;N;M;T
D 19/08/2007;D;M;D;D;T;N
L 20/08/2007;O;M;O;D;T;N
M 21/08/2007;O;T;M;D;N;D
X 22/08/2007;O;T;M;O;N;D
J 23/08/2007;O;N;T;M;D;D
V 24/08/2007;O;N;T;M;D;D
S 25/08/2007;D;D;N;T;D;M
D 26/08/2007;D;D;N;T;D;M
L 27/08/2007;M;D;D;N;O;T
M 28/08/2007;M;O;D;N;O;T
X 29/08/2007;T;M;D;D;O;N
J 30/08/2007;T;M;D;D;O;N
V 31/08/2007;N;T;M;D;O;D
S 01/09/2007;N;T;M;D;D;D
D 02/09/2007;D;N;T;M;D;D
L 03/09/2007;D;N;T;M;O;O
M 04/09/2007;D;D;N;T;O;M
X 05/09/2007;O;D;N;T;O;M
J 06/09/2007;M;D;D;N;O;T
V 07/09/2007;M;D;D;N;O;T
S 08/09/2007;T;M;D;D;D;N
D 09/09/2007;T;M;D;D;D;N
L 10/09/2007;N;T;M;D;O;D
M 11/09/2007;N;T;M;O;O;D
X 12/09/2007;D;N;T;M;O;D
J 13/09/2007;D;N;T;M;O;D
V 14/09/2007;D;D;N;T;O;M
S 15/09/2007;D;D;N;T;D;M
D 16/09/2007;M;D;D;N;D;T
L 17/09/2007;M;O;D;N;O;T
M 18/09/2007;T;M;D;D;O;N
X 19/09/2007;T;M;O;D;O;N
J 20/09/2007;N;T;M;D;O;D
V 21/09/2007;N;T;M;D;O;D
S 22/09/2007;D;N;T;M;D;D
D 23/09/2007;D;N;T;M;D;D
L 24/09/2007;D;D;N;T;M;O
M 25/09/2007;O;D;N;T;M;O
X 26/09/2007;M;D;D;N;T;O
J 27/09/2007;M;D;D;N;T;O
V 28/09/2007;T;M;D;D;N;O
S 29/09/2007;T;M;D;D;N;D
D 30/09/2007;N;T;M;D;D;D
L 01/10/2007;N;T;M;D;D;O
M 02/10/2007;D;N;T;M;D;O
X 03/10/2007;D;N;T;M;D;O
J 04/10/2007;D;D;N;T;M;O
V 05/10/2007;D;D;N;T;M;O
S 06/10/2007;M;D;D;N;T;D
D 07/10/2007;M;D;D;N;T;D
L 08/10/2007;T;M;D;D;N;O
M 09/10/2007;T;M;O;D;N;O
X 10/10/2007;N;T;M;D;D;O
J 11/10/2007;N;T;M;O;D;O
V 12/10/2007;D;N;T;M;D;O
S 13/10/2007;D;N;T;M;D;D
D 14/10/2007;D;D;N;T;M;D
L 15/10/2007;O;D;N;T;M;O
M 16/10/2007;M;D;D;N;T;O
X 17/10/2007;M;O;D;N;T;O
J 18/10/2007;T;M;D;D;N;O
V 19/10/2007;T;M;D;D;N;O
S 20/10/2007;N;T;M;D;D;D
D 21/10/2007;N;T;M;D;D;D
L 22/10/2007;D;N;T;O;D;M
M 23/10/2007;D;N;T;O;D;M
X 24/10/2007;D;D;N;O;M;T
J 25/10/2007;D;D;N;O;M;T
V 26/10/2007;M;D;D;O;T;N
S 27/10/2007;M;D;D;D;T;N
D 28/10/2007;T;M;D;D;N;D
L 29/10/2007;T;M;D;O;N;D
M 30/10/2007;N;T;M;O;D;D
X 31/10/2007;N;T;M;O;D;D
J 01/11/2007;D;N;T;O;D;M
V 02/11/2007;D;N;T;O;D;M
S 03/11/2007;D;D;N;D;M;T
D 04/11/2007;D;D;N;D;M;T
L 05/11/2007;O;D;D;M;T;N
M 06/11/2007;O;D;D;M;T;N
X 07/11/2007;O;M;D;T;N;D
J 08/11/2007;O;M;D;T;N;D
V 09/11/2007;O;T;M;N;D;D
S 10/11/2007;D;T;M;N;D;D
D 11/11/2007;D;N;T;D;D;M
L 12/11/2007;O;N;T;D;D;M
M 13/11/2007;O;D;N;D;M;T
X 14/11/2007;O;D;N;D;M;T
J 15/11/2007;O;D;D;M;T;N
V 16/11/2007;O;D;D;M;T;N
S 17/11/2007;D;M;D;T;N;D
D 18/11/2007;D;M;D;T;N;D
L 19/11/2007;M;T;O;N;D;D
M 20/11/2007;M;T;O;N;D;D
X 21/11/2007;T;N;O;D;D;M
J 22/11/2007;T;N;O;D;D;M
V 23/11/2007;N;D;O;D;M;T
S 24/11/2007;N;D;D;D;M;T
D 25/11/2007;D;D;D;M;T;N
L 26/11/2007;D;D;O;M;T;N
M 27/11/2007;D;M;O;T;N;D
X 28/11/2007;D;M;O;T;N;D
J 29/11/2007;M;T;O;N;D;D
V 30/11/2007;M;T;O;N;D;D
S 01/12/2007;T;N;D;D;D;M
D 02/12/2007;T;N;D;D;D;M
L 03/12/2007;N;D;M;D;O;T
M 04/12/2007;N;D;M;D;O;T
X 05/12/2007;D;D;T;M;O;N
J 06/12/2007;D;D;T;M;O;N
V 07/12/2007;D;M;N;T;O;D
S 08/12/2007;D;M;N;T;D;D
D 09/12/2007;M;T;D;N;D;D
L 10/12/2007;M;T;D;N;O;D
M 11/12/2007;T;N;D;D;O;M
X 12/12/2007;T;N;D;D;O;M
J 13/12/2007;N;D;M;D;O;T
V 14/12/2007;N;D;M;D;O;T
S 15/12/2007;D;D;T;M;D;N
D 16/12/2007;D;D;T;M;D;N
L 17/12/2007;D;O;N;T;M;D
M 18/12/2007;D;O;N;T;M;D
X 19/12/2007;M;O;D;N;T;D
J 20/12/2007;M;O;D;N;T;D
V 21/12/2007;T;O;D;D;N;M
S 22/12/2007;T;D;D;D;N;M
D 23/12/2007;N;D;M;D;D;T
L 24/12/2007;N;O;M;D;D;T
M 25/12/2007;D;O;T;M;D;N
X 26/12/2007;D;O;T;M;D;N
J 27/12/2007;D;O;N;T;M;D
V 28/12/2007;D;O;N;T;M;D
S 29/12/2007;M;D;D;N;T;D
D 30/12/2007;M;D;D;N;T;D
L 31/12/2007;T;M;D;D;N;O
M 01/01/2008;T;M;D;D;N;O
X 02/01/2008;N;T;M;D;D;O
J 03/01/2008;N;T;M;D;D;O
V 04/01/2008;D;N;T;M;D;O
S 05/01/2008;D;N;T;M;D;D
D 06/01/2008;D;D;N;T;M;D
L 07/01/2008;D;D;N;T;M;O
M 08/01/2008;M;D;D;N;T;O
X 09/01/2008;M;D;D;N;T;O
J 10/01/2008;T;M;D;D;N;O
V 11/01/2008;T;M;D;D;N;O
S 12/01/2008;N;T;M;D;D;D
D 13/01/2008;N;T;M;D;D;D
L 14/01/2008;D;N;T;O;D;M
M 15/01/2008;D;N;T;O;D;M
X 16/01/2008;D;D;N;O;M;T
J 17/01/2008;D;D;N;O;M;T
V 18/01/2008;M;D;D;O;T;N
S 19/01/2008;M;D;D;D;T;N
D 20/01/2008;T;M;D;D;N;D
L 21/01/2008;T;M;D;O;N;D
M 22/01/2008;N;T;M;O;D;D
X 23/01/2008;N;T;M;O;D;D
J 24/01/2008;D;N;T;O;D;M
V 25/01/2008;D;N;T;O;D;M
S 26/01/2008;D;D;N;D;M;T
D 27/01/2008;D;D;N;D;M;T
L 28/01/2008;O;D;D;M;T;N
M 29/01/2008;O;D;D;M;T;N
X 30/01/2008;O;M;D;T;N;D
J 31/01/2008;O;M;D;T;N;D
V 01/02/2008;O;T;M;N;D;D
S 02/02/2008;D;T;M;N;D;D
D 03/02/2008;D;N;T;D;D;M
L 04/02/2008;O;N;T;D;D;M
M 05/02/2008;O;D;N;D;M;T
X 06/02/2008;O;D;N;D;M;T
J 07/02/2008;O;D;D;M;T;N
V 08/02/2008;O;D;D;M;T;N
S 09/02/2008;D;M;D;T;N;D
D 10/02/2008;D;M;D;T;N;D
L 11/02/2008;M;T;O;N;D;D
M 12/02/2008;M;T;O;N;D;D
X 13/02/2008;T;N;O;D;D;M
J 14/02/2008;T;N;O;D;D;M
V 15/02/2008;N;D;O;D;M;T
S 16/02/2008;N;D;D;D;M;T
D 17/02/2008;D;D;D;M;T;N
L 18/02/2008;D;D;O;M;T;N
M 19/02/2008;D;M;O;T;N;D
X 20/02/2008;D;M;O;T;N;D
J 21/02/2008;M;T;O;N;D;D
V 22/02/2008;M;T;O;N;D;D
S 23/02/2008;T;N;D;D;D;M
D 24/02/2008;T;N;D;D;D;M
L 25/02/2008;N;D;M;D;O;T
M 26/02/2008;N;D;M;D;O;T
X 27/02/2008;D;D;T;M;O;N
J 28/02/2008;D;D;T;M;O;N
V 29/02/2008;D;M;N;T;O;D
S 01/03/2008;D;M;N;T;D;D
D 02/03/2008;M;T;D;N;D;D
L 03/03/2008;M;T;D;N;O;D
M 04/03/2008;T;N;D;D;O;M
X 05/03/2008;T;N;D;D;O;M
J 06/03/2008;N;D;M;D;O;T
V 07/03/2008;N;D;M;D;O;T
S 08/03/2008;D;D;T;M;D;N
D 09/03/2008;D;D;T;M;D;N
L 10/03/2008;D;O;N;T;M;D
M 11/03/2008;D;O;N;T;M;D
X 12/03/2008;M;O;D;N;T;D
J 13/03/2008;M;O;D;N;T;D
V 14/03/2008;T;O;D;D;N;M
S 15/03/2008;T;D;D;D;N;M
D 16/03/2008;N;D;M;D;D;T
L 17/03/2008;N;O;M;D;D;T
M 18/03/2008;D;O;T;M;D;N
X 19/03/2008;D;O;T;M;D;N
J 20/03/2008;D;O;N;T;M;D
V 21/03/2008;D;O;N;T;M;D
S 22/03/2008;M;D;D;N;T;D
D 23/03/2008;M;D;D;N;T;D
L 24/03/2008;T;M;D;D;N;O
M 25/03/2008;T;M;D;D;N;O
X 26/03/2008;N;T;M;D;D;O
J 27/03/2008;N;T;M;D;D;O
V 28/03/2008;D;N;T;M;D;O
S 29/03/2008;D;N;T;M;D;D
D 30/03/2008;D;D;N;T;M;D
L 31/03/2008;D;D;N;T;M;O
M 01/04/2008;M;D;D;N;T;O
X 02/04/2008;M;D;D;N;T;O
J 03/04/2008;T;M;D;D;N;O
V 04/04/2008;T;M;D;D;N;O
S 05/04/2008;N;T;M;D;D;D
D 06/04/2008;N;T;M;D;D;D
L 07/04/2008;D;N;T;O;D;M
M 08/04/2008;D;N;T;O;D;M
X 09/04/2008;D;D;N;O;M;T
J 10/04/2008;D;D;N;O;M;T
V 11/04/2008;M;D;D;O;T;N
S 12/04/2008;M;D;D;D;T;N
D 13/04/2008;T;M;D;D;N;D
L 14/04/2008;T;M;D;O;N;D
M 15/04/2008;N;T;M;O;D;D
X 16/04/2008;N;T;M;O;D;D
J 17/04/2008;D;N;T;O;D;M
V 18/04/2008;D;N;T;O;D;M
S 19/04/2008;D;D;N;D;M;T
D 20/04/2008;D;D;N;D;M;T
L 21/04/2008;O;D;D;M;T;N
M 22/04/2008;O;D;D;M;T;N
X 23/04/2008;O;M;D;T;N;D
J 24/04/2008;O;M;D;T;N;D
V 25/04/2008;O;T;M;N;D;D
S 26/04/2008;D;T;M;N;D;D
D 27/04/2008;D;N;T;D;D;M
L 28/04/2008;O;N;T;D;D;M
M 29/04/2008;O;D;N;D;M;T
X 30/04/2008;O;D;N;D;M;T
J 01/05/2008;O;D;D;M;T;N
V 02/05/2008;O;D;D;M;T;N
S 03/05/2008;D;M;D;T;N;D
D 04/05/2008;D;M;D;T;N;D
L 05/05/2008;M;T;O;N;D;D
M 06/05/2008;M;T;O;N;D;D
X 07/05/2008;T;N;O;D;D;M
J 08/05/2008;T;N;O;D;D;M
V 09/05/2008;N;D;O;D;M;T
S 10/05/2008;N;D;D;D;M;T
D 11/05/2008;D;D;D;M;T;N
L 12/05/2008;D;D;O;M;T;N
M 13/05/2008;D;M;O;T;N;D
X 14/05/2008;D;M;O;T;N;D
J 15/05/2008;M;T;O;N;D;D
V 16/05/2008;M;T;O;N;D;D
S 17/05/2008;T;N;D;D;D;M
D 18/05/2008;T;N;D;D;D;M
L 19/05/2008;N;D;M;D;O;T
M 20/05/2008;N;D;M;D;O;T
X 21/05/2008;D;D;T;M;O;N
J 22/05/2008;D;D;T;M;O;N
V 23/05/2008;D;M;N;T;O;D
S 24/05/2008;D;M;N;T;D;D
D 25/05/2008;M;T;D;N;D;D
L 26/05/2008;M;T;D;N;O;D
M 27/05/2008;T;N;D;D;O;M
X 28/05/2008;T;N;D;D;O;M
J 29/05/2008;N;D;M;D;O;T
V 30/05/2008;N;D;M;D;O;T
S 31/05/2008;D;D;T;M;D;N
D 01/06/2008;D;D;T;M;D;N
L 02/06/2008;D;M;N;T;O;D
M 03/06/2008;D;M;N;T;O;D
X 04/06/2008;M;T;D;N;O;D
J 05/06/2008;M;T;D;N;O;D
V 06/06/2008;T;N;D;D;O;M
S 07/06/2008;T;N;D;D;D;M
D 08/06/2008;N;D;M;D;D;T
L 09/06/2008;N;D;M;D;O;T
M 10/06/2008;D;D;T;M;O;N
X 11/06/2008;D;D;T;M;O;N
J 12/06/2008;D;M;N;T;O;D
V 13/06/2008;D;M;N;T;O;D
S 14/06/2008;M;T;D;N;D;D
D 15/06/2008;M;T;D;N;D;D
L 16/06/2008;T;N;D;D;M;O
M 17/06/2008;T;N;D;D;M;O
X 18/06/2008;N;D;M;D;T;O
J 19/06/2008;N;D;M;D;T;O
V 20/06/2008;D;D;T;M;N;O
S 21/06/2008;D;D;T;M;N;D
D 22/06/2008;D;M;N;T;D;D
L 23/06/2008;D;M;N;T;D;O
M 24/06/2008;M;T;D;N;D;O
X 25/06/2008;M;T;D;N;D;O
J 26/06/2008;T;N;D;D;M;O
V 27/06/2008;T;N;D;D;M;O
S 28/06/2008;N;D;M;D;T;D
D 29/06/2008;N;D;M;D;T;D
L 30/06/2008;D;D;T;M;N;O
M 01/07/2008;D;D;T;M;N;O
X 02/07/2008;D;M;N;T;D;O
J 03/07/2008;D;M;N;T;D;O
V 04/07/2008;M;T;D;N;D;O
S 05/07/2008;M;T;D;N;D;D
D 06/07/2008;T;N;D;D;M;D
L 07/07/2008;T;N;D;D;M;O
M 08/07/2008;N;D;M;D;T;O
X 09/07/2008;N;D;M;D;T;O
J 10/07/2008;D;D;T;M;N;O
V 11/07/2008;D;D;T;M;N;O
S 12/07/2008;D;M;N;T;D;D
D 13/07/2008;D;M;N;T;D;D
L 14/07/2008;O;T;D;N;D;M
M 15/07/2008;O;T;D;N;D;M
X 16/07/2008;O;N;D;D;M;T
J 17/07/2008;O;N;D;D;M;T
V 18/07/2008;O;D;M;D;T;N
S 19/07/2008;D;D;M;D;T;N
D 20/07/2008;D;D;T;M;N;D
L 21/07/2008;O;D;T;M;N;D
M 22/07/2008;O;M;N;T;D;D
X 23/07/2008;O;M;N;T;D;D
J 24/07/2008;O;T;D;N;D;M
V 25/07/2008;O;T;D;N;D;M
S 26/07/2008;D;N;D;D;M;T
D 27/07/2008;D;N;D;D;M;T
L 28/07/2008;O;D;M;D;T;N
M 29/07/2008;O;D;M;D;T;N
X 30/07/2008;O;D;T;M;N;D
J 31/07/2008;O;D;T;M;N;D
V 01/08/2008;O;M;N;T;D;D
S 02/08/2008;D;M;N;T;D;D
D 03/08/2008;D;T;D;N;D;M
L 04/08/2008;O;T;D;N;D;M
M 05/08/2008;O;N;D;D;M;T
X 06/08/2008;O;N;D;D;M;T
J 07/08/2008;O;D;M;D;T;N
V 08/08/2008;O;D;M;D;T;N
S 09/08/2008;D;D;T;M;N;D
D 10/08/2008;D;D;T;M;N;D
L 11/08/2008;M;O;N;T;D;D
M 12/08/2008;M;O;N;T;D;D
X 13/08/2008;T;O;D;N;D;M
J 14/08/2008;T;O;D;N;D;M
V 15/08/2008;N;O;D;D;M;T
S 16/08/2008;N;D;D;D;M;T
D 17/08/2008;D;D;M;D;T;N
L 18/08/2008;D;O;M;D;T;N
